index,date_time,ch1_temperature,ch2_rh,dew_point
59,03/12/2024 17:56:16,15.03,67.065,8.98
60,03/12/2024 18:01:16,15.01,67.041,8.96
61,03/12/2024 18:06:16,14.98,67.065,8.93
62,03/12/2024 18:11:16,14.98,67.065,8.93
63,03/12/2024 18:16:16,14.96,67.114,8.93
64,03/12/2024 18:21:16,14.94,67.041,8.89
65,03/12/2024 18:26:16,14.91,67.090,8.87
66,03/12/2024 18:31:16,14.91,67.114,8.88
67,03/12/2024 18:36:16,14.89,67.041,8.84
68,03/12/2024 18:41:16,14.86,67.114,8.83
69,03/12/2024 18:46:16,14.86,67.114,8.83
70,03/12/2024 18:51:16,14.84,67.163,8.82
71,03/12/2024 18:56:16,14.82,67.139,8.80
72,03/12/2024 19:01:16,14.79,67.163,8.77
73,03/12/2024 19:06:16,14.79,67.212,8.78
74,03/12/2024 19:11:16,14.77,67.139,8.75
75,03/12/2024 19:16:16,14.74,67.163,8.73
76,03/12/2024 19:21:16,14.74,67.236,8.74
77,03/12/2024 19:26:16,14.72,67.236,8.72
78,03/12/2024 19:31:16,14.72,67.163,8.71
79,03/12/2024 19:36:16,14.70,67.188,8.69
80,03/12/2024 19:41:16,14.70,67.188,8.69
81,03/12/2024 19:46:16,14.67,67.261,8.68
82,03/12/2024 19:51:16,14.67,67.261,8.68
83,03/12/2024 19:56:16,14.65,67.236,8.66
84,03/12/2024 20:01:16,14.62,67.236,8.63
85,03/12/2024 20:06:16,14.62,67.236,8.63
86,03/12/2024 20:11:16,14.60,67.236,8.61
87,03/12/2024 20:16:16,14.60,67.285,8.62
88,03/12/2024 20:21:16,14.58,67.236,8.59
89,03/12/2024 20:26:16,14.58,67.285,8.60
90,03/12/2024 20:31:16,14.55,67.285,8.57
91,03/12/2024 20:36:16,14.55,67.310,8.58
92,03/12/2024 20:41:16,14.55,67.310,8.58
93,03/12/2024 20:46:16,14.53,67.261,8.55
94,03/12/2024 20:51:16,14.53,67.310,8.56
95,03/12/2024 20:56:16,14.51,67.310,8.54
96,03/12/2024 21:01:16,14.51,67.334,8.54
97,03/12/2024 21:06:16,14.48,67.310,8.51
98,03/12/2024 21:11:16,14.48,67.334,8.52
99,03/12/2024 21:16:16,14.48,67.334,8.52
100,03/12/2024 21:21:16,14.46,67.334,8.50
101,03/12/2024 21:26:16,14.46,67.334,8.50
102,03/12/2024 21:31:16,14.46,67.334,8.50
103,03/12/2024 21:36:16,14.43,67.310,8.46
104,03/12/2024 21:41:16,14.43,67.310,8.46
105,03/12/2024 21:46:16,14.43,67.358,8.47
106,03/12/2024 21:51:16,14.43,67.358,8.47
107,03/12/2024 21:56:16,14.41,67.358,8.45
108,03/12/2024 22:01:16,14.41,67.310,8.44
109,03/12/2024 22:06:16,14.39,67.358,8.44
110,03/12/2024 22:11:16,14.39,67.358,8.44
111,03/12/2024 22:16:16,14.39,67.358,8.44
112,03/12/2024 22:21:16,14.39,67.358,8.44
113,03/12/2024 22:26:16,14.36,67.358,8.41
114,03/12/2024 22:31:16,14.36,67.334,8.40
115,03/12/2024 22:36:16,14.36,67.334,8.40
116,03/12/2024 22:41:16,14.34,67.334,8.38
117,03/12/2024 22:46:16,14.34,67.383,8.39
118,03/12/2024 22:51:16,14.34,67.383,8.39
119,03/12/2024 22:56:16,14.31,67.383,8.36
120,03/12/2024 23:01:16,14.31,67.407,8.37
121,03/12/2024 23:06:16,14.31,67.383,8.36
122,03/12/2024 23:11:16,14.31,67.383,8.36
123,03/12/2024 23:16:16,14.29,67.383,8.34
124,03/12/2024 23:21:16,14.29,67.383,8.34
125,03/12/2024 23:26:16,14.29,67.407,8.35
126,03/12/2024 23:31:16,14.29,67.383,8.34
127,03/12/2024 23:36:16,14.29,67.407,8.35
128,03/12/2024 23:41:16,14.27,67.407,8.33
129,03/12/2024 23:46:16,14.27,67.383,8.33
130,03/12/2024 23:51:16,14.27,67.407,8.33
131,03/12/2024 23:56:16,14.27,67.432,8.34
132,03/13/2024 00:01:16,14.24,67.432,8.31
133,03/13/2024 00:06:16,14.24,67.432,8.31
134,03/13/2024 00:11:16,14.27,67.432,8.34
135,03/13/2024 00:16:16,14.24,67.432,8.31
136,03/13/2024 00:21:16,14.24,67.432,8.31
137,03/13/2024 00:26:16,14.24,67.432,8.31
138,03/13/2024 00:31:16,14.22,67.432,8.29
139,03/13/2024 00:36:16,14.22,67.432,8.29
140,03/13/2024 00:41:16,14.22,67.432,8.29
141,03/13/2024 00:46:16,14.22,67.456,8.29
142,03/13/2024 00:51:16,14.22,67.505,8.30
143,03/13/2024 00:56:16,14.22,67.456,8.29
144,03/13/2024 01:01:16,14.22,67.505,8.30
145,03/13/2024 01:06:16,14.22,67.456,8.29
146,03/13/2024 01:11:16,14.22,67.505,8.30
147,03/13/2024 01:16:16,14.19,67.505,8.28
148,03/13/2024 01:21:16,14.19,67.529,8.28
149,03/13/2024 01:26:16,14.19,67.505,8.28
150,03/13/2024 01:31:16,14.19,67.529,8.28
151,03/13/2024 01:36:16,14.19,67.529,8.28
152,03/13/2024 01:41:16,14.19,67.529,8.28
153,03/13/2024 01:46:16,14.19,67.529,8.28
154,03/13/2024 01:51:16,14.19,67.578,8.29
155,03/13/2024 01:56:16,14.19,67.578,8.29
156,03/13/2024 02:01:16,14.19,67.578,8.29
157,03/13/2024 02:06:16,14.19,67.603,8.30
158,03/13/2024 02:11:16,14.19,67.603,8.30
159,03/13/2024 02:16:16,14.19,67.603,8.30
160,03/13/2024 02:21:16,14.19,67.651,8.31
161,03/13/2024 02:26:16,14.19,67.603,8.30
162,03/13/2024 02:31:16,14.19,67.651,8.31
163,03/13/2024 02:36:16,14.17,67.651,8.29
164,03/13/2024 02:41:16,14.19,67.676,8.31
165,03/13/2024 02:46:16,14.19,67.651,8.31
166,03/13/2024 02:51:16,14.17,67.725,8.30
167,03/13/2024 02:56:16,14.17,67.676,8.29
168,03/13/2024 03:01:16,14.17,67.725,8.30
169,03/13/2024 03:06:16,14.17,67.725,8.30
170,03/13/2024 03:11:16,14.19,67.725,8.32
171,03/13/2024 03:16:16,14.17,67.725,8.30
172,03/13/2024 03:21:16,14.17,67.749,8.31
173,03/13/2024 03:26:16,14.17,67.749,8.31
174,03/13/2024 03:31:16,14.17,67.749,8.31
175,03/13/2024 03:36:16,14.17,67.773,8.32
176,03/13/2024 03:41:16,14.17,67.773,8.32
177,03/13/2024 03:46:16,14.17,67.773,8.32
178,03/13/2024 03:51:16,14.17,67.773,8.32
179,03/13/2024 03:56:16,14.17,67.822,8.33
180,03/13/2024 04:01:16,14.17,67.822,8.33
181,03/13/2024 04:06:16,14.17,67.847,8.33
182,03/13/2024 04:11:16,14.17,67.847,8.33
183,03/13/2024 04:16:16,14.17,67.896,8.34
184,03/13/2024 04:21:16,14.17,67.896,8.34
185,03/13/2024 04:26:16,14.17,67.896,8.34
186,03/13/2024 04:31:16,14.17,67.920,8.35
187,03/13/2024 04:36:16,14.17,67.969,8.36
188,03/13/2024 04:41:16,14.17,67.920,8.35
189,03/13/2024 04:46:16,14.17,67.920,8.35
190,03/13/2024 04:51:16,14.17,67.969,8.36
191,03/13/2024 04:56:16,14.17,67.920,8.35
192,03/13/2024 05:01:16,14.17,67.993,8.36
193,03/13/2024 05:06:16,14.17,67.969,8.36
194,03/13/2024 05:11:16,14.17,67.969,8.36
195,03/13/2024 05:16:16,14.15,67.993,8.34
196,03/13/2024 05:21:16,14.17,67.993,8.36
197,03/13/2024 05:26:16,14.15,67.993,8.34
198,03/13/2024 05:31:16,14.17,68.042,8.37
199,03/13/2024 05:36:16,14.15,68.018,8.35
200,03/13/2024 05:41:16,14.15,68.042,8.35
201,03/13/2024 05:46:16,14.15,68.066,8.36
202,03/13/2024 05:51:16,14.15,68.066,8.36
203,03/13/2024 05:56:16,14.15,68.066,8.36
204,03/13/2024 06:01:16,14.15,68.066,8.36
205,03/13/2024 06:06:16,14.15,68.066,8.36
206,03/13/2024 06:11:16,14.15,68.066,8.36
207,03/13/2024 06:16:16,14.15,68.115,8.37
208,03/13/2024 06:21:16,14.15,68.115,8.37
209,03/13/2024 06:26:16,14.15,68.115,8.37
210,03/13/2024 06:31:16,14.15,68.115,8.37
211,03/13/2024 06:36:16,14.15,68.164,8.38
212,03/13/2024 06:41:16,14.15,68.164,8.38
213,03/13/2024 06:46:16,14.15,68.164,8.38
214,03/13/2024 06:51:16,14.15,68.188,8.39
215,03/13/2024 06:56:16,14.15,68.164,8.38
216,03/13/2024 07:01:16,14.15,68.237,8.40
217,03/13/2024 07:06:16,14.15,68.237,8.40
218,03/13/2024 07:11:16,14.12,68.188,8.36
219,03/13/2024 07:16:16,14.15,68.237,8.40
220,03/13/2024 07:21:16,14.15,68.237,8.40
221,03/13/2024 07:26:16,14.12,68.237,8.37
222,03/13/2024 07:31:16,14.12,68.237,8.37
223,03/13/2024 07:36:16,14.12,68.237,8.37
224,03/13/2024 07:41:16,14.12,68.262,8.37
225,03/13/2024 07:46:16,14.12,68.262,8.37
226,03/13/2024 07:51:16,14.12,68.262,8.37
227,03/13/2024 07:56:16,14.12,68.262,8.37
228,03/13/2024 08:01:16,14.12,68.262,8.37
229,03/13/2024 08:06:16,14.12,68.262,8.37
230,03/13/2024 08:11:16,14.12,68.262,8.37
231,03/13/2024 08:16:16,14.12,68.311,8.38
232,03/13/2024 08:21:16,14.12,68.311,8.38
233,03/13/2024 08:26:16,14.12,68.335,8.39
234,03/13/2024 08:31:16,14.12,68.335,8.39
235,03/13/2024 08:36:16,14.12,68.335,8.39
236,03/13/2024 08:41:16,14.12,68.384,8.40
237,03/13/2024 08:46:16,14.12,68.384,8.40
238,03/13/2024 08:51:16,14.12,68.384,8.40
239,03/13/2024 08:56:16,14.12,68.408,8.41
240,03/13/2024 09:01:16,14.12,68.408,8.41
241,03/13/2024 09:06:16,14.12,68.408,8.41
242,03/13/2024 09:11:16,14.12,68.457,8.42
243,03/13/2024 09:16:16,14.12,68.457,8.42
244,03/13/2024 09:21:16,14.12,68.457,8.42
245,03/13/2024 09:26:16,14.12,68.457,8.42
246,03/13/2024 09:31:16,14.12,68.481,8.42
247,03/13/2024 09:36:16,14.12,68.481,8.42
248,03/13/2024 09:41:16,14.12,68.481,8.42
249,03/13/2024 09:46:16,14.12,68.481,8.42
250,03/13/2024 09:51:16,14.12,68.530,8.43
251,03/13/2024 09:56:16,14.12,68.530,8.43
252,03/13/2024 10:01:16,14.12,68.555,8.44
253,03/13/2024 10:06:16,14.12,68.555,8.44
254,03/13/2024 10:11:16,14.12,68.604,8.45
255,03/13/2024 10:16:16,14.12,68.604,8.45
256,03/13/2024 10:21:16,14.12,68.604,8.45
257,03/13/2024 10:26:16,14.12,68.628,8.45
258,03/13/2024 10:31:16,14.12,68.628,8.45
259,03/13/2024 10:36:16,14.12,68.677,8.46
260,03/13/2024 10:41:16,14.12,68.677,8.46
261,03/13/2024 10:46:16,14.12,68.701,8.47
262,03/13/2024 10:51:16,14.15,68.701,8.50
263,03/13/2024 10:56:16,14.15,68.701,8.50
264,03/13/2024 11:01:16,14.15,68.726,8.50
265,03/13/2024 11:06:16,14.15,68.726,8.50
266,03/13/2024 11:11:16,14.15,68.726,8.50
267,03/13/2024 11:16:16,14.15,68.750,8.51
268,03/13/2024 11:21:16,14.15,68.774,8.51
269,03/13/2024 11:26:16,14.17,68.774,8.53
270,03/13/2024 11:31:16,14.17,68.823,8.54
271,03/13/2024 11:36:16,14.17,68.823,8.54
272,03/13/2024 11:41:16,14.19,68.823,8.56
273,03/13/2024 11:46:16,14.17,68.896,8.56
274,03/13/2024 11:51:16,14.19,68.896,8.58
275,03/13/2024 11:56:16,14.19,68.945,8.59
276,03/13/2024 12:01:16,14.19,68.945,8.59
277,03/13/2024 12:06:16,14.19,68.945,8.59
278,03/13/2024 12:11:16,14.19,69.043,8.61
279,03/13/2024 12:16:16,14.22,69.043,8.64
280,03/13/2024 12:21:16,14.22,69.067,8.64
281,03/13/2024 12:26:16,14.24,69.116,8.67
282,03/13/2024 12:31:16,14.24,69.116,8.67
283,03/13/2024 12:36:16,14.24,69.214,8.69
284,03/13/2024 12:41:16,14.24,69.287,8.71
285,03/13/2024 12:46:16,14.27,69.312,8.74
286,03/13/2024 12:51:16,14.27,69.312,8.74
287,03/13/2024 12:56:16,14.29,69.385,8.78
288,03/13/2024 13:01:16,14.31,69.629,8.85
289,03/13/2024 13:06:16,14.31,69.629,8.85
290,03/13/2024 13:11:16,14.31,69.604,8.84
291,03/13/2024 13:16:16,14.31,69.702,8.86
292,03/13/2024 13:21:16,14.34,69.702,8.89
293,03/13/2024 13:26:16,14.34,69.629,8.88
294,03/13/2024 13:31:16,14.34,69.751,8.90
295,03/13/2024 13:36:16,14.36,69.678,8.91
296,03/13/2024 13:41:16,14.36,69.629,8.90
297,03/13/2024 13:46:16,14.36,69.653,8.90
298,03/13/2024 13:51:16,14.39,69.629,8.93
299,03/13/2024 13:56:16,14.39,69.580,8.91
300,03/13/2024 14:01:16,14.39,69.653,8.93
301,03/13/2024 14:06:16,14.39,69.678,8.94
302,03/13/2024 14:11:16,14.41,69.800,8.98
303,03/13/2024 14:16:16,14.41,69.800,8.98
304,03/13/2024 14:21:16,14.41,69.897,9.00
305,03/13/2024 14:26:16,14.43,70.117,9.07
306,03/13/2024 14:31:16,14.43,69.824,9.01
307,03/13/2024 14:36:16,14.43,69.727,8.98
308,03/13/2024 14:41:16,14.43,69.678,8.97
309,03/13/2024 14:46:16,14.43,69.653,8.97
310,03/13/2024 14:51:16,14.46,69.678,9.00
311,03/13/2024 14:56:16,14.46,69.702,9.01
312,03/13/2024 15:01:16,14.46,69.775,9.02
313,03/13/2024 15:06:16,14.46,69.775,9.02
314,03/13/2024 15:11:16,14.48,69.922,9.07
315,03/13/2024 15:16:16,14.48,69.824,9.05
316,03/13/2024 15:21:16,14.48,69.775,9.04
317,03/13/2024 15:26:16,14.48,69.775,9.04
318,03/13/2024 15:31:16,14.48,69.824,9.05
319,03/13/2024 15:36:16,14.48,69.849,9.06
320,03/13/2024 15:41:16,14.51,69.897,9.10
321,03/13/2024 15:46:16,14.51,69.922,9.10
322,03/13/2024 15:51:16,14.51,69.897,9.10
323,03/13/2024 15:56:16,14.51,69.849,9.09
324,03/13/2024 16:01:16,14.51,69.897,9.10
325,03/13/2024 16:06:16,14.53,69.922,9.12
326,03/13/2024 16:11:16,14.53,69.922,9.12
327,03/13/2024 16:16:16,14.53,69.922,9.12
328,03/13/2024 16:21:16,14.53,69.897,9.12
329,03/13/2024 16:26:16,14.53,69.922,9.12
330,03/13/2024 16:31:16,14.53,69.922,9.12
331,03/13/2024 16:36:16,14.53,69.946,9.13
332,03/13/2024 16:41:16,14.53,69.946,9.13
333,03/13/2024 16:46:16,14.53,69.946,9.13
334,03/13/2024 16:51:16,14.55,69.995,9.16
335,03/13/2024 16:56:16,14.53,70.020,9.14
336,03/13/2024 17:01:16,14.55,69.995,9.16
337,03/13/2024 17:06:16,14.55,69.995,9.16
338,03/13/2024 17:11:16,14.55,69.995,9.16
339,03/13/2024 17:16:16,14.55,70.020,9.16
340,03/13/2024 17:21:16,14.55,70.068,9.17
341,03/13/2024 17:26:16,14.55,70.068,9.17
342,03/13/2024 17:31:16,14.55,70.068,9.17
343,03/13/2024 17:36:16,14.55,70.093,9.18
344,03/13/2024 17:41:16,14.55,70.068,9.17
345,03/13/2024 17:46:16,14.53,70.093,9.16
346,03/13/2024 17:51:16,14.55,70.093,9.18
347,03/13/2024 17:56:16,14.55,70.093,9.18
348,03/13/2024 18:01:16,14.55,70.093,9.18
349,03/13/2024 18:06:16,14.55,70.142,9.19
350,03/13/2024 18:11:16,14.55,70.142,9.19
351,03/13/2024 18:16:16,14.55,70.142,9.19
352,03/13/2024 18:21:16,14.55,70.142,9.19
353,03/13/2024 18:26:16,14.55,70.142,9.19
354,03/13/2024 18:31:16,14.55,70.142,9.19
355,03/13/2024 18:36:16,14.53,70.142,9.17
356,03/13/2024 18:41:16,14.55,70.142,9.19
357,03/13/2024 18:46:16,14.53,70.142,9.17
358,03/13/2024 18:51:16,14.53,70.142,9.17
359,03/13/2024 18:56:16,14.53,70.142,9.17
360,03/13/2024 19:01:16,14.53,70.142,9.17
361,03/13/2024 19:06:16,14.53,70.142,9.17
362,03/13/2024 19:11:16,14.53,70.142,9.17
363,03/13/2024 19:16:16,14.53,70.093,9.16
364,03/13/2024 19:21:16,14.53,70.093,9.16
365,03/13/2024 19:26:16,14.53,70.142,9.17
366,03/13/2024 19:31:16,14.51,70.142,9.15
367,03/13/2024 19:36:16,14.51,70.142,9.15
368,03/13/2024 19:41:16,14.51,70.142,9.15
369,03/13/2024 19:46:16,14.51,70.142,9.15
370,03/13/2024 19:51:16,14.51,70.142,9.15
371,03/13/2024 19:56:16,14.51,70.142,9.15
372,03/13/2024 20:01:16,14.51,70.142,9.15
373,03/13/2024 20:06:16,14.51,70.093,9.14
374,03/13/2024 20:11:16,14.51,70.093,9.14
375,03/13/2024 20:16:16,14.48,70.068,9.10
376,03/13/2024 20:21:16,14.48,70.093,9.11
377,03/13/2024 20:26:16,14.48,70.068,9.10
378,03/13/2024 20:31:16,14.48,70.093,9.11
379,03/13/2024 20:36:16,14.48,70.093,9.11
380,03/13/2024 20:41:16,14.48,70.093,9.11
381,03/13/2024 20:46:16,14.48,70.093,9.11
382,03/13/2024 20:51:16,14.46,70.068,9.09
383,03/13/2024 20:56:16,14.46,70.068,9.09
384,03/13/2024 21:01:16,14.46,70.068,9.09
385,03/13/2024 21:06:16,14.46,70.068,9.09
386,03/13/2024 21:11:16,14.46,70.068,9.09
387,03/13/2024 21:16:16,14.46,70.020,9.08
388,03/13/2024 21:21:16,14.46,70.044,9.08
389,03/13/2024 21:26:16,14.46,70.020,9.08
390,03/13/2024 21:31:16,14.43,70.020,9.05
391,03/13/2024 21:36:16,14.43,70.020,9.05
392,03/13/2024 21:41:16,14.43,70.020,9.05
393,03/13/2024 21:46:16,14.43,70.020,9.05
394,03/13/2024 21:51:16,14.43,70.020,9.05
395,03/13/2024 21:56:16,14.43,70.020,9.05
396,03/13/2024 22:01:16,14.43,69.971,9.04
397,03/13/2024 22:06:16,14.43,69.971,9.04
398,03/13/2024 22:11:16,14.43,69.946,9.03
399,03/13/2024 22:16:16,14.41,69.946,9.01
400,03/13/2024 22:21:16,14.41,69.971,9.02
401,03/13/2024 22:26:16,14.41,69.971,9.02
402,03/13/2024 22:31:16,14.41,69.971,9.02
403,03/13/2024 22:36:16,14.41,69.946,9.01
404,03/13/2024 22:41:16,14.41,69.946,9.01
405,03/13/2024 22:46:16,14.39,69.946,8.99
406,03/13/2024 22:51:16,14.39,69.971,9.00
407,03/13/2024 22:56:16,14.39,69.946,8.99
408,03/13/2024 23:01:16,14.39,69.946,8.99
409,03/13/2024 23:06:16,14.39,69.946,8.99
410,03/13/2024 23:11:16,14.36,69.946,8.96
411,03/13/2024 23:16:16,14.36,69.946,8.96
412,03/13/2024 23:21:16,14.36,69.897,8.95
413,03/13/2024 23:26:16,14.36,69.897,8.95
414,03/13/2024 23:31:16,14.36,69.946,8.96
415,03/13/2024 23:36:16,14.36,69.922,8.96
416,03/13/2024 23:41:16,14.34,69.922,8.94
417,03/13/2024 23:46:16,14.34,69.922,8.94
418,03/13/2024 23:51:16,14.34,69.922,8.94
419,03/13/2024 23:56:16,14.34,69.922,8.94
420,03/14/2024 00:01:16,14.34,69.897,8.93
421,03/14/2024 00:06:16,14.34,69.922,8.94
422,03/14/2024 00:11:16,14.34,69.922,8.94
423,03/14/2024 00:16:16,14.31,69.922,8.91
424,03/14/2024 00:21:16,14.31,69.922,8.91
425,03/14/2024 00:26:16,14.31,69.897,8.91
426,03/14/2024 00:31:16,14.31,69.922,8.91
427,03/14/2024 00:36:16,14.29,69.897,8.89
428,03/14/2024 00:41:16,14.29,69.897,8.89
429,03/14/2024 00:46:16,14.29,69.897,8.89
430,03/14/2024 00:51:16,14.29,69.897,8.89
431,03/14/2024 00:56:16,14.29,69.897,8.89
432,03/14/2024 01:01:16,14.27,69.922,8.87
433,03/14/2024 01:06:16,14.27,69.897,8.87
434,03/14/2024 01:11:16,14.27,69.897,8.87
435,03/14/2024 01:16:16,14.24,69.873,8.83
436,03/14/2024 01:21:16,14.24,69.897,8.84
437,03/14/2024 01:26:16,14.24,69.873,8.83
438,03/14/2024 01:31:16,14.24,69.824,8.82
439,03/14/2024 01:36:16,14.24,69.824,8.82
440,03/14/2024 01:41:16,14.24,69.873,8.83
441,03/14/2024 01:46:16,14.22,69.824,8.80
442,03/14/2024 01:51:16,14.22,69.824,8.80
443,03/14/2024 01:56:16,14.22,69.824,8.80
444,03/14/2024 02:01:16,14.22,69.873,8.81
445,03/14/2024 02:06:16,14.22,69.824,8.80
446,03/14/2024 02:11:16,14.19,69.824,8.78
447,03/14/2024 02:16:16,14.19,69.824,8.78
448,03/14/2024 02:21:16,14.19,69.800,8.77
449,03/14/2024 02:26:16,14.19,69.800,8.77
450,03/14/2024 02:31:16,14.17,69.800,8.75
451,03/14/2024 02:36:16,14.17,69.800,8.75
452,03/14/2024 02:41:16,14.17,69.800,8.75
453,03/14/2024 02:46:16,14.17,69.751,8.74
454,03/14/2024 02:51:16,14.15,69.751,8.72
455,03/14/2024 02:56:16,14.15,69.751,8.72
456,03/14/2024 03:01:16,14.15,69.751,8.72
457,03/14/2024 03:06:16,14.15,69.751,8.72
458,03/14/2024 03:11:16,14.15,69.751,8.72
459,03/14/2024 03:16:16,14.12,69.751,8.69
460,03/14/2024 03:21:16,14.12,69.751,8.69
461,03/14/2024 03:26:16,14.12,69.702,8.68
462,03/14/2024 03:31:16,14.12,69.702,8.68
463,03/14/2024 03:36:16,14.10,69.678,8.66
464,03/14/2024 03:41:16,14.10,69.678,8.66
465,03/14/2024 03:46:16,14.10,69.629,8.65
466,03/14/2024 03:51:16,14.10,69.678,8.66
467,03/14/2024 03:56:16,14.07,69.678,8.63
468,03/14/2024 04:01:16,14.07,69.678,8.63
469,03/14/2024 04:06:16,14.07,69.678,8.63
470,03/14/2024 04:11:16,14.07,69.678,8.63
471,03/14/2024 04:16:16,14.07,69.678,8.63
472,03/14/2024 04:21:16,14.05,69.653,8.60
473,03/14/2024 04:26:16,14.05,69.629,8.60
474,03/14/2024 04:31:16,14.05,69.653,8.60
475,03/14/2024 04:36:16,14.05,69.629,8.60
476,03/14/2024 04:41:16,14.03,69.629,8.58
477,03/14/2024 04:46:16,14.03,69.629,8.58
478,03/14/2024 04:51:16,14.03,69.580,8.57
479,03/14/2024 04:56:16,14.03,69.580,8.57
480,03/14/2024 05:01:16,14.00,69.629,8.55
481,03/14/2024 05:06:16,14.00,69.580,8.54
482,03/14/2024 05:11:16,14.00,69.556,8.54
483,03/14/2024 05:16:16,14.00,69.580,8.54
484,03/14/2024 05:21:16,13.98,69.556,8.52
485,03/14/2024 05:26:16,13.98,69.580,8.52
486,03/14/2024 05:31:16,13.98,69.580,8.52
487,03/14/2024 05:36:16,13.98,69.580,8.52
488,03/14/2024 05:41:16,13.95,69.531,8.48
489,03/14/2024 05:46:16,13.95,69.531,8.48
490,03/14/2024 05:51:16,13.95,69.531,8.48
491,03/14/2024 05:56:16,13.95,69.482,8.47
492,03/14/2024 06:01:16,13.93,69.482,8.45
493,03/14/2024 06:06:16,13.93,69.482,8.45
494,03/14/2024 06:11:16,13.93,69.458,8.45
495,03/14/2024 06:16:16,13.93,69.458,8.45
496,03/14/2024 06:21:16,13.91,69.458,8.43
497,03/14/2024 06:26:16,13.91,69.458,8.43
498,03/14/2024 06:31:16,13.91,69.458,8.43
499,03/14/2024 06:36:16,13.88,69.458,8.40
500,03/14/2024 06:41:16,13.88,69.458,8.40
501,03/14/2024 06:46:16,13.88,69.458,8.40
502,03/14/2024 06:51:16,13.88,69.458,8.40
503,03/14/2024 06:56:16,13.86,69.409,8.37
504,03/14/2024 07:01:16,13.86,69.409,8.37
505,03/14/2024 07:06:16,13.86,69.409,8.37
506,03/14/2024 07:11:16,13.83,69.409,8.34
507,03/14/2024 07:16:16,13.83,69.360,8.33
508,03/14/2024 07:21:16,13.83,69.385,8.34
509,03/14/2024 07:26:16,13.83,69.385,8.34
510,03/14/2024 07:31:16,13.81,69.360,8.31
511,03/14/2024 07:36:16,13.81,69.336,8.31
512,03/14/2024 07:41:16,13.81,69.336,8.31
513,03/14/2024 07:46:16,13.81,69.287,8.30
514,03/14/2024 07:51:16,13.79,69.287,8.28
515,03/14/2024 07:56:16,13.79,69.287,8.28
516,03/14/2024 08:01:16,13.79,69.287,8.28
